keyword,title,description,originallink,link,pubDate
﻿에스엘에스바이오,"에스엘에스바이오, 코로나-19 항체 진단키트 식약처 수출허가",에스엘에스바이오는 '스마트테스트 코로나-19 항체 진단 키트'가 식품의약품안전처로부터 수출허가를 획득했다고 22일 밝혔다. 이 진단 키트는 면역분석법을 이용해 인체의 혈액 내에 존재하는 코로나-19 특이... ,http://www.fnnews.com/news/202005221038398531,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=014&aid=0004429392,"Fri, 22 May 2020 10:40:00 +0900"
하이트진로음료,하이트진로음료 '진로 토닉워터' … “소토닉 즐기고 혼술상 받자”,하이트진로음료가 소주에 섞어 맛과 알코올 농도를 기호에 맞게 조절하여 즐길 수 있는 ‘진로 토닉워터’를 구매한 소비자에게 ‘소토닉 혼술상’을 증정한다. 하이트진로음료(대표이사 조운호)는 홈플러스 매장에서... ,http://moneys.mt.co.kr/news/mwView.php?no=2020111510598055676,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=417&aid=0000621892,"Sat, 21 Nov 2020 14:45:00 +0900"
샘표식품주식회사,[오늘 기업 오늘 사람] TSMC·샘표식품·유진기업·마오타이,"1% 상승 - 외식 줄고 가정식 수요 늘어…샘표 호실적 견인 - 샘표식품, 2016년 샘표주식회사로부터 분할 - 샘표식품, 발효기술 이용한 제품 판매 주력 - 미중 무역분쟁 우려에 '샘표' 수혜주로 급부상 - 미중 무역분쟁... ",https://cnbc.sbs.co.kr/article_hub/10000983142?division=NAVER,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=374&aid=0000211666,"Mon, 18 May 2020 09:07:00 +0900"
씨제이제일제당,CJ제일제당 2분기 ‘어닝 서프라이즈’…영업이익 120% 증가,"11일 씨제이제일제당은 2분기 연결기준 매출이 전년 동기 대비 7.4% 증가한 5조9209억원, 영업이익은 119.5% 증가한 3849억원으로 집계됐다고 공시했다. 증권가가 예상한 영업이익 2610억원을 뛰어넘는 수치다.... ",http://www.hani.co.kr/arti/economy/marketing/957385.html,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=028&aid=0002508384,"Tue, 11 Aug 2020 17:12:00 +0900"
산성정수,생수업체 수출물량 1.4% 불과,"다음으로 산성정수 65t(1천4백만원), 산수음료 3t(1백만원) 등 3개사에 그쳤다. 수출의 경우... 1,194 │ │산성정수 │ 6,754 790│ 65 14│ │ 6,689 776 │ │건영식품 │ 63 37│ - -│ - - │ 63 37 │ │서림... ",,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0003717545,"Tue, 05 Oct 1993 10:55:00 +0900"
삼양사,"삼양사 큐원 상쾌환, 연말 한정판 패키지 출시","삼양사는 숙취해소 제품 큐원 상쾌환의 연말 한정 패키지를 출시한다고 20일 밝혔다. 이번 한정판 패키지는... 상쾌환은 삼양사가 2013년 출시한 숙취해소 제품이다. 효모추출물, 식물혼합농축액(헛개나무열매, 창출... ",http://www.fnnews.com/news/202011201016173372,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=014&aid=0004532408,"Fri, 20 Nov 2020 10:18:00 +0900"
샤니,"샤니 소액주주들, SPC 총수 일가에 10억 소송",에스피씨(SPC)그룹 계열사인 샤니의 소액주주들이 허영인 회장 등 총수 일가를 상대로 ‘샤니에 10억원을 배상하라’는 주주대표소송을 냈다. 총수 일가가 승계자금 마련을 위해 부당내부거래를 했다는 공정거래위원회... ,http://www.hani.co.kr/arti/society/society_general/969084.html,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=028&aid=0002519415,"Mon, 09 Nov 2020 05:02:00 +0900"
해태제과식품,"크라운·해태, 제과 빅3 중 나홀로 '부진'","먼저 해태제과식품은 3분기 연결기준 영업이익이 80억원으로 전년 같은 기간 대비 6.44% 줄었다. 같은 기간 매출액은 전년 대비 4.39% 증가한 1328억원을 기록했지만, 수익성은 뒷걸음질 쳤다. 크라운제과도 3분기 별도기준... ",http://isplus.live.joins.com/news/article/article.asp?total_id=23925518,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=241&aid=0003070582,"Fri, 20 Nov 2020 07:02:00 +0900"
오비맥주,"오비맥주, 맥주 부산물 활용해 에너지바·시리얼 만든다",오비맥주는 20일 맥주 생산 과정에서 자연스럽게 발생하는 부산물을 이용해 에너지바·그래놀라·시리얼 등 간편 대체식을 만들 계획이라고 밝혔다. 오비맥주는 이를 위해 서울 삼성동 본사에서 식품 스타트업... ,http://yna.kr/AKR20201120058500030?did=1195m,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0012028206,"Fri, 20 Nov 2020 10:35:00 +0900"
롯데칠성음료,"[Daily New식품] SPC그룹, 롯데GRS, 롯데칠성음료 外","◇ 롯데칠성음료, 온장음료 매출 급성장 롯데칠성음료의 제품별 판매 실적에 따르면, 온장음료 판매량은 본격적인 추위가 시작된 11월 1일부터 15일까지 보름간 전월 동기간 대비 세 자릿수 성장세를 기록했다.... ",http://biz.newdaily.co.kr/site/data/html/2020/11/20/2020112000036.html,http://biz.newdaily.co.kr/site/data/html/2020/11/20/2020112000036.html,"Fri, 20 Nov 2020 11:12:00 +0900"
대상,"뉴욕 검찰, 트럼프 수사 '잰걸음'…이방카도 수사대상",이방카에 자문료 명목으로 지급한 8억여원 성격 규명할 듯 고일환 특파원 = 미국 뉴욕 검찰이 재선에 실패한 도널드 트럼프 대통령에 대한 수사에 속도를 내고 있다. 뉴욕타임스(NYT)는 20일(현지시간) 뉴욕주 검찰과... ,http://yna.kr/AKR20201120169900072?did=1195m,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=001&aid=0012030209,"Fri, 20 Nov 2020 23:33:00 +0900"
디아지오코리아,"디아지오코리아, '위스키 페스티벌'...대형마트서 20% 할인",디아지오코리아가 전국 이마트 홈플러스 롯데마트 빅마켓에서 다양한 프리미엄 위스키를 평균 20% 할인된 가격에 제공하는 '위스키 페스티벌' 행사를 진행한다고 19일 밝혔다. 디아지오코리아는 앞서 지난 5월 진행된... ,http://www.newsis.com/view/?id=NISX20201119_0001239406&cID=13001&pID=13000,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=003&aid=0010194014,"Thu, 19 Nov 2020 09:13:00 +0900"
페르노리카코리아,"페르노리카, '앱솔루트 주스 스트로베리' 캠페인 공개",페르노리카 코리아 앱솔루트 보드카 관계자는 일상적으로 보내는 '홈술'의 시간이 '앱솔루트 주스 스트로베리'로 특별한 순간이 될 수 있음을 캠페인을 통해 전하고자 했다며 기존 보드카와는 다른 매력의 천연 딸기... ,http://www.fnnews.com/news/202011190914166359,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=014&aid=0004531573,"Thu, 19 Nov 2020 09:25:00 +0900"
정식품,"정식품, '베지밀 프리미엄 두유' 신규 광고 공개","정식품은 베지밀 두유 3종의 신규 TV 광고를 공개한다고 20일 밝혔다. 이번 광고에서는 배우 강석우, 나연신... 정식품 관계자는 앞으로도 많은 분들이 공감할 수 있는 광고 캠페인과 다양한 프로모션을 통해 소비자와의... ",http://www.fnnews.com/news/202011200924276447,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=014&aid=0004532354,"Fri, 20 Nov 2020 09:30:00 +0900"
동서식품,"동서식품, 육군 제21사단에 기부금 3천만원 전달",동서식품은 강원도 양구군에 있는 육군 제21보병사단에 기부금과 위문품을 전달했다고 18일 밝혔다. 앞서 동서식품과 1978년 21사단과 자매결연을 맺은 이후 43년째 인연을 이어오고 있다. 이날 동서식품은 기부금... ,https://www.news1.kr/articles/?4122151,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=421&aid=0004996478,"Wed, 18 Nov 2020 09:06:00 +0900"
사조대림,[이윤희 기자의 스톡 e종목/사조씨푸드] 코로나19 장기화에 대세가 된 간편식,사조씨푸드는 사조동아원을 중심으로 사조대림 등 사조그룹 내 계열사들과 공동 연구 개발을 통해 다양한 ‘펫푸드’를 선보일 계획이다. 국산 원재료를 활용한 펫푸드라는 강점을 내세워 수입품이 주류인 펫푸드... ,http://daily.hankooki.com/lpage/finance/202011/dh20201120092755148350.htm?s_ref=nv,http://daily.hankooki.com/lpage/finance/202011/dh20201120092755148350.htm?s_ref=nv,"Fri, 20 Nov 2020 09:30:00 +0900"
농심,"신민준, 농심배 6국서 중국 구쯔하오 4연승 저지(종합)",신민준 9단이 '바둑 삼국지' 농심배에서 중국 구쯔하오 9단의 4연승을 저지했다. 신민준은 21일 한국기원 대국장과 중국 텐센트 예후바둑 특별대국실에서 기원에서 온라인 대국으로 열린 제22회 농심신라면배... ,http://yna.kr/AKR20201121045751007?did=1195m,https://sports.news.naver.com/news.nhn?oid=001&aid=0012030877,"Sat, 21 Nov 2020 18:35:00 +0900"
오뚜기,"오뚜기스프 출시 50주년 기념, ‘산타컵스프’ 한정판","오뚜기(대표이사 이강훈)가 오뚜기스프 출시 50주년을 기념해 ‘산타컵스프’를 한정판으로 출시했다. 지난 1970년 출시된 ‘산타 포타지스프’와 ‘산타 크림스프’는 국내 최초로 출시된 스프 제품으로, 당시로는... ",http://www.bokuennews.com/news/article.html?no=197543,http://www.bokuennews.com/news/article.html?no=197543,"Sat, 21 Nov 2020 17:08:00 +0900"
동원에프앤비,동원에프앤비 '펫푸드 부문 대상',김동현 동원에프앤비 과장이 13일 서울 종로구 프레스센터에서 열린 '2020 대한민국 반려동물 문화대상' 시상식에서 펫푸드 부문 대상을 수상한 뒤 포즈를 취하고 있다. 2020.11.13./뉴스1,https://www.news1.kr/photos/view/?4479224,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=421&aid=0004988970,"Fri, 13 Nov 2020 16:41:00 +0900"
하이트진로,"하이트진로, 호주 와인 '히킨보탐' 출시",하이트진로가 '히킨보탐' 와인 4종을 선보인다. 호주 애들레이드 남부 클라렌던에서 생산한 와인이다. '히킨보탐 더 피크'는 1971년 식재된 올드 바인에서 생산한 시그니처 와인이다. 까베르네 소비뇽 57%와 쉬라즈 43%를... ,http://www.newsis.com/view/?id=NISX20201120_0001240916&cID=13001&pID=13000,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=003&aid=0010196445,"Fri, 20 Nov 2020 09:05:00 +0900"
엘지생활건강,부산은행·엘지생건등 문화예술후원우수기관 13곳 인증,"㈜엘지생활건강은 '엘지(LG)연안문화재단 아트센터'를 지속적으로 운영해왔다. '후 국악예찬', '후 궁중문화 캠페인' 등 문화예술 후원 연계를 통한 국악의 대중화에 힘써 신규 우수기관으로 인증받았다.... ",http://www.newsis.com/view/?id=NISX20201027_0001212801&cID=10701&pID=10700,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=003&aid=0010153624,"Wed, 28 Oct 2020 14:46:00 +0900"
롯데네슬레코리아,"롯데네슬레, 네스카페 프리미엄 커피 라인 전면 리뉴얼","롯데네슬레코리아는 네스카페 프리미엄 커피 브랜드를 통합해 '네스카페 로스터스 초이스(NESCAFÉ Roaster’s choice)' 브랜드로 리뉴얼한다. 리뉴얼 컨셉은 '로스터의 선택(Roaster’s choice)'으로, 네슬레의 글로벌 커피... ",https://biz.chosun.com/site/data/html_dir/2020/11/06/2020110600756.html?utm_source=naver&utm_medium=original&utm_campaign=biz,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=366&aid=0000615306,"Fri, 06 Nov 2020 09:33:00 +0900"
화영,이상헌 대전 MBC 미디어 전략국 부국장 딸 화영양 결혼,▲ 이상헌 대전 MBC 미디어 전략국 부국장 딸 화영양 결혼 : 2020년 11월 28일(토) 오후 2시 대전 더오페라웨딩컨벤션 4층 아델리아 홀 (예금주 이상헌 : 하나은행 628-170371-00107),http://www.sjsori.com/news/articleView.html?idxno=46866,http://www.sjsori.com/news/articleView.html?idxno=46866,"Wed, 18 Nov 2020 11:16:00 +0900"
롯데제과,"롯데제과, 과자 구독 '월간 과자' 3차 모집",롯데제과는 과자 구독 서비스 '월간 과자'의 3차 모집을 시작했다고 16일 밝혔다. '월간 과자'는 롯데제과가 임의로 선정한 과자를 매월 정기적으로 배송 받을 수 있는 제과업계 최초 과자 구독 서비스다. 지난 6월... ,http://www.fnnews.com/news/202011160956272383,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=014&aid=0004529195,"Mon, 16 Nov 2020 09:58:00 +0900"
크래프트하인즈코리아,"크래프트하인즈, 코스트코서 美 견과류 브랜드 '플랜터스' 론칭","▲ 크래프트 하인즈 코리아는 코스트코에서 미국 견과류 브랜드인 '플랜터스' 피넛을 출시한다고 25일 밝혔다. 이 상품은 플랜터스만의 로스팅 기술로 제조한 100％ 미국산 땅콩으로 빛깔, 고소함, 크리스피함을 강조했다.... ",http://yna.kr/AKR20201023138200848?did=1195m,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0011967819,"Sun, 25 Oct 2020 07:00:00 +0900"
에스피씨삼립,"샤니 소액주주들, SPC 총수 일가에 10억 소송",소액주주들은 소장에서 “샤니는 2011년 4월 판매망을 헐값에 (에스피씨 계열사인) 에스피씨삼립에 양도함으로써 손해를 입었다”며 “삼립을 지원하기 위해 샤니에 손해를 초래한 행위는 샤니의 이사·감사로서의... ,http://www.hani.co.kr/arti/society/society_general/969084.html,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=028&aid=0002519415,"Mon, 09 Nov 2020 05:02:00 +0900"
남양유업,"남양유업 케어비, 공식 서포터즈 1기 모집",남양유업의 배달 이유식 브랜드 케어비는 공식 서포터즈 '케어비 원정대' 1기를 모집한다고 19일 밝혔다. '케어비'는 구독경제 트렌드와 남양유업의 영유아 식품 노하우를 바탕으로 올해 3월 새롭게 런칭한 남양유업의... ,http://www.fnnews.com/news/202011190850367311,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=014&aid=0004531535,"Thu, 19 Nov 2020 08:58:00 +0900"
삼양식품,삼양식품 '미니짱구' 2종 출시,"삼양식품은 치킨 프랜차이즈 멕시카나와 컬래버해 미니짱구 멕시카나 후라이드치킨맛, 양념치킨맛 2종을 출시했다고 18일 밝혔다. '미니짱구'는 1973년에 출시된 삼양식품의 장수 스낵 '오리지널 짱구'의 크기와 중량을... ",https://www.ebn.co.kr/news/view/1459851/?sc=Naver,https://www.ebn.co.kr/news/view/1459851/?sc=Naver,"Wed, 18 Nov 2020 21:08:00 +0900"
한성기업,"바이든 승리하면 게맛살 잘팔리나? 한성기업 주가 출렁, 왜",5일 유가증권시장 상장업체 한성기업 주가는 전날보다 11.36%(1020원) 오른 1만원에 거래를 마쳤다. 미국에서 한창 개표가 진행된 전날에는 3일보다 21.23% 떨어진 8980원으로 장을 끝냈다. 지난 6월에는 지나친 주가상승과... ,https://news.joins.com/article/olink/23507802,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=025&aid=0003049912,"Thu, 05 Nov 2020 20:29:00 +0900"
사조산업,[이윤희 기자의 스톡 e종목/사조씨푸드] 코로나19 장기화에 대세가 된 간편식,"같은 계열사인 사조산업으로부터 참치를 공급받고 있어 수급도 안정적이라는 평이다. 북미, 유럽시장으로 수출을 늘리기 위해 노력 중이다. 최근에는 김·삼치·장어 등 간편식 제품을 지속적으로 출시해 좋은 반응을... ",http://daily.hankooki.com/lpage/finance/202011/dh20201120092755148350.htm?s_ref=nv,http://daily.hankooki.com/lpage/finance/202011/dh20201120092755148350.htm?s_ref=nv,"Fri, 20 Nov 2020 09:30:00 +0900"
진주햄,서비스 경쟁 치열해지는 편의점 업계... 미션은 변화에 이색 더하기,"11월부터는 35년의 장수 브랜드 진주햄 '천하장사'와 동화약품 '생생톤', 롯데제과 '에너지바'를 각각 컬래버레이션한 '천하장사X생생톤업', '천하장사X에너지바'를 선보인다. GS25 측에서 진주햄에 먼저 제안해 시작한... ",http://www.greenpostkorea.co.kr/news/articleView.html?idxno=123729,http://www.greenpostkorea.co.kr/news/articleView.html?idxno=123729,"Fri, 20 Nov 2020 10:54:00 +0900"
경주법주,"“13억 요트? 못살건 없지” 박세리, 리치 언니 클래스(노는) [어제TV]","경주 법주란, 경주 최 씨 가문에서 300여 년간 여러 대에 걸쳐 빚어온 법주로 현재 국가무형문화재 제86-3호로 지정돼 있다. 이를 맛본 박세리는 정말 맛있는데? 술까지 맛있네 오늘이라며 주당의 면모를 보여줬다. 이를 본... ",https://www.newsen.com/news_view.php?uid=202011101844572110,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=106&oid=609&aid=0000354201,"Wed, 11 Nov 2020 06:01:00 +0900"
금복주,"금복주, 대한적십자 유공장 '최고명예대상' 수상",금복주는 적십자 회원 유공장 최고명예대상을 수상했다고 17일 밝혔다. 최고명예 대상 수상과 함께 금복주는 대한적십자사 사회공유가치 인증 프로그램인 RCSV(Red Cross Creating Shared Value)의 10억원 클럽 참여 인증패도... ,http://www.newsis.com/view/?id=NISX20201117_0001236101&cID=10810&pID=10800,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010188714,"Tue, 17 Nov 2020 08:29:00 +0900"
농심켈로그,"농심켈로그, 농식품부 장관상 수상",농심켈로그가 12일 서울 중구 대한상공회의소에서 열린 '2020 농업과 기업 간 상생협력 경진대회'에서 농림축산식품부 장관상을 받았다. 충남 서천군 한산면 농가와 손을 잡고 안정적인 현미 판로를 제공했다.... ,http://www.newsis.com/view/?id=NISX20201113_0001232601&cID=13001&pID=13000,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=003&aid=0010183130,"Fri, 13 Nov 2020 08:59:00 +0900"
한일식품,신한류 알리고 식품·미용 수출도 지원…'온: 한류축제' 개최,"아랍에미리트 문화부 우바락 알 나키 차관 등이 참여하는 '제1회 문화콘텐츠산업 온라인 포럼'을 열고, 12일에는 한일 협업과 해외 진출을 주제로 도쿄에서 '2020 한일 콘텐츠 비즈니스 온라인 포럼'을 개최한다.",http://yna.kr/AKR20201109051000005?did=1195m,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=001&aid=0012000984,"Mon, 09 Nov 2020 10:29:00 +0900"
사조오양,[그땐 그랬지]김밥 속재료에서 초밥 재료로 올라선 이 음식은?,현재 사조그룹에 속한 사조와 오양의 일반 맛살 시장점유율은 확고부동한 1위 자리를 유지하고 있다. 맛살 브랜드에서도 꾸준히 인지도 1위를 기록 중이다. 다만 오양맛살의 등장 이후 다양한 식품업체들이 맛살 제조에... ,http://www.edaily.co.kr/news/newspath.asp?newsid=01453046625968016,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=018&aid=0004791125,"Sat, 21 Nov 2020 11:01:00 +0900"
한국코카콜라(유),"대한민국소통어워즈, LG유플러스·신한카드 과기부 장관상 수상","협회는 5회 연속 대상 수상 및 2회 연속 종합대상을 받은 기업만 별도 평가를 진행하는 '올해의 소통대상(Leading Star)'에 GS칼텍스, 한국코카콜라와 서울특별시, 천안시, 고양시를 선정했다. 대한민국국회의 소통 경쟁력... ",http://www.etnews.com/20201111000025,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=105&oid=030&aid=0002912427,"Wed, 11 Nov 2020 10:01:00 +0900"
동아오츠카,"동아오츠카 오로나민C, 하스스톤 콜라보 상품 출시",동아오츠카 오로나민C는 최근 출시된 블리자드 하스스톤의 신규 확장팩 '광기의 다크문 축제'와 함께 콜라보 상품을 선보인다고 19일 밝혔다. 이번 '오로나민C X 하스스톤 다크문 축제 드링크' 콜라보 제품은 오로나민C... ,http://www.fnnews.com/news/202011191505357326,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=014&aid=0004531925,"Thu, 19 Nov 2020 15:11:00 +0900"
무학,"무학, 창원 섬 지역에 소방 물품 전달","무학은 한국소방산업기술원과 함께 창원 섬 지역에 소방 물품을 전달했다고 18일 밝혔다. 소방력이 부족한 섬 지역에 소화기 221개, 주택화재경보기 212개, 대형소화기 25개를 전달했다. 이수능 무학 사장은 이번 소화기... ",https://www.nocutnews.co.kr/news/5449557,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=079&aid=0003433162,"Wed, 18 Nov 2020 20:02:00 +0900"
빙그레,"빙그레, 요플레 신제품 출시",빙그레(대표이사 전창원)가 발효유 신제품 ‘요플레 밀(meal) 호박고구마사과’를 출시했다고 밝혔다.... 빙그레 ‘요플레 밀’은 최근 인기를 끌고 있는 곡물 요거트 트렌드에 맞춰 출시된 요플레의신규 브랜드다. 바쁜... ,http://www.bokuennews.com/news/article.html?no=197537,http://www.bokuennews.com/news/article.html?no=197537,"Sat, 21 Nov 2020 16:33:00 +0900"
해태에이치티비,"해태음료, 해태htb로 변경…의약·건강기능식품 확대","[LG생활건강 제공]  LG생활건강의 자회사 해태음료는 5월 30일부로 사명을 해태htb(해태에이치티비)로 바꾼다고 30일 밝혔다. 사명 변경은 기존 음료 사업뿐 아니라 의약품, 의약외품, 건강기능식품 등으로 사업을... ",http://app.yonhapnews.co.kr/YNA/Basic/SNS/r.aspx?c=AKR20160530031500030&did=1195m,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0008436357,"Mon, 30 May 2016 08:50:00 +0900"
크라운제과,"[게시판] 크라운제과, 아이에게 바른 말 해주기 캠페인",▲ 크라운제과는 아동 관련 사회공헌 프로젝트 '희망과자' 3탄으로 아이에게 바른 말 해주기 캠페인을 한다고 17일 밝혔다. 크라운제과는 장수 과자 제품 '카라멜 메이플콘'에 아이에게 상처가 되는 어른들의 말과 그... ,http://yna.kr/AKR20201117059600030?did=1195m,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=001&aid=0012019264,"Tue, 17 Nov 2020 10:30:00 +0900"
풀무원식품,풀무원건강생활 아미오 “반려견 주식에 자연을 담았어요”,아미오 이성은 매니저는 “풀무원의 식품 제조 노하우를 바탕으로 반려견이 안심하고 섭취할 수 있는 주식 제품을 출시하게 됐다”며 “반려동물의 건강고민을 고려한 다양한 맞춤 주식을 지속적으로 선보일 예정”... ,https://sports.donga.com/article/all/20201120/104068431/1,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=382&aid=0000872552,"Fri, 20 Nov 2020 15:00:00 +0900"
서울우유협동조합,"서울우유협동조합, 민병목 감사 선출",서울우유협동조합 제26대 민병목 감사 서울우유협동조합(조합장 문진섭)은 지난 19일 조합(서울시 중랑구 소재)에서 ‘2020년 제1회 임시대의원회’를 열고 제26대 비상임 감사에 민병목 대표(61세)를 선출했다. 민병목... ,http://www.bokuennews.com/news/article.html?no=197504,http://www.bokuennews.com/news/article.html?no=197504,"Thu, 19 Nov 2020 16:44:00 +0900"
오리온,"오리온, 식품 상장기업 브랜드평판 11월 ...1위","1위 오리온, 2위 CJ제일제당, 3위 교촌에프앤비 순으로 분석되었다.​ 한국기업평판연구소는 식품... 11월 식품 상장기업 브랜드평판 30위 순위는 오리온, CJ제일제당, 교촌에프앤비, 오뚜기, 농심, 동서, 대상... ",http://www.beyondpost.co.kr/view.php?ud=20201120104424293746a9e4dd7f_30,http://www.beyondpost.co.kr/view.php?ud=20201120104424293746a9e4dd7f_30,"Fri, 20 Nov 2020 10:53:00 +0900"
롯데푸드,롯데푸드 ‘K-로스팜’ 구매인증 이벤트 진행,롯데푸드㈜(대표이사 조경수)가 K-로스팜 출시와 발 맞추어 한돈자조금위원회와 함께 11월 20일부터 내년 1월 31일까지 ‘K-로스팜이 우리 한돈 농가를 응원합니다’ 이벤트를 진행한다고 밝혔다. 이번 이벤트는... ,http://www.bokuennews.com/news/article.html?no=197539,http://www.bokuennews.com/news/article.html?no=197539,"Sat, 21 Nov 2020 16:43:00 +0900"
매일유업주식회사,[Who Is ?] 김선희 매일유업 대표이사 사장,그 뒤 1980년 매일유업주식회사로 회사 이름을 바꿔 매일유업의 창업주가 됐다. 김복용 창업주는 2006년 1월2일 86세로 별세했다. ◆ 상훈 2020년 '연세를 빛낸 동문상'을 받았다. ◆ 기타 2018년 매일유업으로부터 급여... ,http://www.businesspost.co.kr/BP?command=article_view&num=161938,http://www.businesspost.co.kr/BP?command=article_view&num=161938,"Mon, 03 Feb 2020 10:36:00 +0900"
오복식품,"오복식품, 건강한 먹거리 `장류 4종` 출시",대한민국 전통 장류 대표 브랜드 오복식품은 국산 먹거리 판로 확대는 물론 소비자들이 신뢰할 수 있는 먹거리를 제공하기 위해 국산 원료를 사용해 만든 장류 제품들을 출시하면서 소비자들의 관심을 받고 있다.... ,http://www.dt.co.kr/contents.html?article_no=2020083102109919711029&ref=naver,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=029&aid=0002620892,"Mon, 31 Aug 2020 14:15:00 +0900"
청수식품,[통통TV 비교시험] 기름 뺀 '인스턴트 건면' 나트륨은 못 뺐다,"조사 대상 제품은 신라면건면, 멸치·얼큰장칼국수(이상 농심), 꽃게탕면, 육개장·곰탕칼국수(이상 풀무원식품), 바지락·손칼국수(삼양식품), 바지락·얼큰칼국수(샘표식품), 멸치·해물칼국수(청수식품) 등 총 12종이다.... ",http://yna.kr/AKR20191223050700508?did=1195m,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0011293059,"Mon, 23 Dec 2019 12:00:00 +0900"
한국야쿠르트,[Hit Makers] '한국야쿠르트 MPRO3' 임승우 마케터‧정지웅 연구원 50년 기술...,그 중 다양한 기능성 균주 특허를 자랑하는 연구기술력을 바탕으로 발효유 건강기능식품 시장의 선두를 달리는 한국야쿠르트의 신제품 'MPRO3'와 관련한 개발부터 마케팅 스토리를 소개한다. 좌측부터 유제품CM팀 임승우... ,http://www.ntoday.co.kr/news/articleView.html?idxno=75820,http://www.ntoday.co.kr/news/articleView.html?idxno=75820,"Fri, 20 Nov 2020 14:58:00 +0900"
삼육식품,"삼육케어푸드 선보인 삼육식품, '소비자가 선택한 최고의 브랜드상' 수상",국내 두유업계의 대표적인 기업으로 수출 1위를 달리고 있는 삼육식품(사장 송기원)이 '2020 소비자가 선택한 최고의 브랜드상'을 수상했다. 업계 최초로 파우치 '삼육두유'와 '삼육두유 검은콩 참깨'로 블랙두유의 열풍을... ,http://www.mrepublic.co.kr/news/articleView.html?idxno=57190,http://www.mrepublic.co.kr/news/articleView.html?idxno=57190,"Sat, 21 Nov 2020 13:55:00 +0900"
대선주조,인천고 윤태현 제3회 대선 고교 최동원상 수상,"활약에 힘입어 2004년 이후 16년 만에 전국대회에서 우승했다. 봉황대기 제패는 개교 이후 처음이다. 대선주조는 제3회 고교 최동원상 상금 1000만 원을 후원했다. 500만 원은 윤태현 장학금, 500만 원은 인천고에 지원된다.",http://mksports.co.kr/view/2020/1153285/,https://sports.news.naver.com/news.nhn?oid=410&aid=0000741569,"Tue, 10 Nov 2020 14:14:00 +0900"
보해양조,보해양조 아라소주 베트남서 인기,보해양조 아라소주 오리지널. 보해양조(대표이사 임지선) '아라소주'가 베트남에서 인기를 얻고 있다. 지난 10월 싱가포르에 과일맛 '원샷소주'를 수출하는 등 다양한 과일맛 소주를 개발해온 보해는 싱가포르와... ,http://www.gjdream.com/news/articleView.html?idxno=604310,http://www.gjdream.com/news/articleView.html?idxno=604310,"Thu, 19 Nov 2020 12:45:00 +0900"
